date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:20:37	399944/399944	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2016:50:36%20GMT	https://www.influex.com/	C:/Users/mitta/Downloads/MD/www.influex.com/index.html	(from )
22:20:37	173/173	---M--	200	added ('OK')	text/plain	date:Fri,%2013%20Dec%202024%2016:50:36%20GMT	https://www.influex.com/robots.txt		(from )
22:20:38	19157/19157	---M-Z	200	added ('OK')	text/css	etag:%225f902e27-4ad5%22	http://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.8/css/intlTelInput.min.css?ver=6.7.1	C:/Users/mitta/Downloads/MD/cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.8/css/intlTelInput.min9704.css	(from https://www.influex.com/)
22:20:39	46555/46555	---MCZ	200	added ('OK')	text/css	etag:W/%22673e4860-b5db%22	https://www.influex.com/wp-content/plugins/instagram-feed/css/sbi-styles.min.css?ver=6.6.1	C:/Users/mitta/Downloads/MD/www.influex.com/wp-content/plugins/instagram-feed/css/sbi-styles.minb6a4.css	(from https://www.influex.com/)
22:20:39	73128/73128	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22b8c25e382918f9732cfc10739f541c1c-gzip%22	https://www.influex.com/feed/	C:/Users/mitta/Downloads/MD/www.influex.com/feed/index.html	(from https://www.influex.com/)
22:20:39	70/70	---M--	200	added ('OK')	text/css	etag:%226616d58c-46%22	https://www.influex.com/wp-content/plugins/activecampaign-subscription-forms/activecampaign-form-block/build/style-index.css?ver=1712772492	C:/Users/mitta/Downloads/MD/www.influex.com/wp-content/plugins/activecampaign-subscription-forms/activecampaign-form-block/build/style-indexebbc.css	(from https://www.influex.com/)
22:20:40	27760/27760	---MCZ	200	added ('OK')	text/css	etag:W/%2266a7c3f6-6c70%22	https://www.influex.com/wp-content/plugins/metronet-profile-picture/dist/blocks.style.build.css?ver=2.6.3	C:/Users/mitta/Downloads/MD/www.influex.com/wp-content/plugins/metronet-profile-picture/dist/blocks.style.build6fca.css	(from https://www.influex.com/)
22:20:40	98/98	---M--	200	added ('OK')	text/css	etag:%22614dc633-62%22	https://www.influex.com/wp-content/plugins/automatic-upload-images/public/css/automatic-upload-images-public.css?ver=1.0.0	C:/Users/mitta/Downloads/MD/www.influex.com/wp-content/plugins/automatic-upload-images/public/css/automatic-upload-images-public8a54.css	(from https://www.influex.com/)
22:20:41	5913/5913	---M-Z	200	added ('OK')	text/css	etag:%225eb03ed4-1719%22	https://cdnjs.cloudflare.com/ajax/libs/magnific-popup.js/1.0.0/magnific-popup.min.css	C:/Users/mitta/Downloads/MD/cdnjs.cloudflare.com/ajax/libs/magnific-popup.js/1.0.0/magnific-popup.min.css	(from https://www.influex.com/)
22:20:41	2869/2869	---MCZ	200	added ('OK')	text/css	etag:W/%22632bba0e-b35%22	https://www.influex.com/wp-content/plugins/influex-video-popup/assets/css/styles.css?ver=1.3.3	C:/Users/mitta/Downloads/MD/www.influex.com/wp-content/plugins/influex-video-popup/assets/css/styles3ba1.css	(from https://www.influex.com/)
